name,opta_name,position,team,opponent,venue,clean_sheet_prob,predicted_fpl_points,goals,assists,shots,sot,passes,tackles,saves,yellows,avg_bps
El Hadji Malick Diouf,E. Diouf,DEF,West Ham,Bournemouth,Away,15%,3.25,0.04,0.09,0.6,0.17,32.84,1.71,0.0,0.17,8.454545454545455
Lewis Hall,L. Hall,DEF,Newcastle,Man City,Home,20%,3.25,0.02,0.06,0.4,0.11,37.03,2.12,0.0,0.17,2.5454545454545454
Reinildo Mandava,Reinildo Mandava,DEF,Sunderland,Fulham,Away,25%,3.25,0.01,0.04,0.26,0.06,34.0,1.79,0.0,0.22,7.181818181818182
Jake O'Brien,J. O'Brien,DEF,Everton,Man Utd,Away,18%,3.25,0.03,0.06,0.47,0.14,27.17,1.65,0.0,0.12,8.363636363636363
Ryan Christie,R. Christie,MID,Bournemouth,West Ham,Home,38%,3.25,0.09,0.09,1.28,0.35,37.59,1.61,0.0,0.18,5.2727272727272725
Matt Doherty,M. Doherty,DEF,Wolves,Crystal Palace,Home,23%,3.25,0.02,0.03,0.37,0.1,32.22,1.46,0.0,0.15,1.3636363636363635
Joe Anderson,J. Anderson,DEF,Sunderland,Fulham,Away,25%,3.24,0.02,0.02,0.41,0.1,49.97,1.46,0.0,0.21,0.0
Emmanuel Agbadou,E. Agbadou,DEF,Wolves,Crystal Palace,Home,23%,3.24,0.03,0.02,0.52,0.13,51.44,1.44,0.0,0.19,2.4545454545454546
Pedro Porro Sauceda,Pedro Porro,DEF,Spurs,Arsenal,Away,13%,3.24,0.04,0.11,0.61,0.17,39.28,1.78,0.0,0.17,16.363636363636363
Harrison Ashby,H. Ashby,DEF,Newcastle,Man City,Home,20%,3.24,0.02,0.06,0.31,0.08,28.48,2.03,0.0,0.17,0.0
Youri Tielemans,Y. Tielemans,MID,Aston Villa,Leeds,Away,33%,3.23,0.09,0.1,1.15,0.34,48.22,1.6,0.0,0.19,5.727272727272728
Zeki Amdouni,Z. Amdouni,FWD,Burnley,Chelsea,Home,17%,3.23,0.18,0.07,1.62,0.6,16.86,1.04,0.0,0.13,0.0
Santiago Ignacio Bueno,S. Bueno,DEF,Wolves,Crystal Palace,Home,23%,3.23,0.03,0.02,0.46,0.12,48.81,1.6,0.0,0.21,7.0
Alex Murphy,A. Murphy,DEF,Newcastle,Man City,Home,20%,3.22,0.02,0.05,0.34,0.09,39.63,1.89,0.0,0.14,0.0
Enock Agyei,E. Agyei,MID,Burnley,Chelsea,Home,17%,3.22,0.12,0.08,1.25,0.45,15.55,1.14,0.0,0.12,0.0
Yerson Mosquera Valdelamar,Y. Mosquera,DEF,Wolves,Crystal Palace,Home,23%,3.22,0.03,0.02,0.48,0.13,44.78,1.3,0.0,0.2,0.1818181818181818
Aaron Hickey,A. Hickey,DEF,Brentford,Brighton,Away,20%,3.22,0.03,0.04,0.48,0.14,27.83,1.71,0.0,0.17,2.636363636363636
Lucas Pires Silva,Lucas Pires,DEF,Burnley,Chelsea,Home,17%,3.21,0.03,0.06,0.41,0.11,34.25,2.18,0.0,0.15,0.0909090909090909
Quilindschy Hartman,Q. Hartman,DEF,Burnley,Chelsea,Home,17%,3.21,0.03,0.06,0.42,0.12,29.0,1.93,0.0,0.13,12.181818181818182
Zak Johnson,Z. Johnson,DEF,Sunderland,Fulham,Away,25%,3.21,0.02,0.01,0.25,0.07,43.5,1.12,0.0,0.18,0.0
Sepp van den Berg,S. van den Berg,DEF,Brentford,Brighton,Away,20%,3.21,0.05,0.01,0.46,0.14,43.09,0.93,0.0,0.15,10.454545454545457
Randal Kolo Muani,R. Kolo Muani,FWD,Spurs,Arsenal,Away,13%,3.21,0.19,0.06,1.29,0.54,11.59,0.6,0.0,0.11,2.375
Enzo Le Fée,E. Le Fée,MID,Sunderland,Fulham,Away,25%,3.2,0.09,0.11,1.11,0.36,29.22,1.73,0.0,0.19,10.727272727272728
Enso González Medina,E. González,MID,Wolves,Crystal Palace,Home,23%,3.2,0.11,0.08,1.52,0.48,22.88,1.15,0.0,0.14,0.0
Michael Kayode,M. Kayode,DEF,Brentford,Brighton,Away,20%,3.2,0.02,0.05,0.28,0.07,28.72,1.69,0.0,0.15,13.090909090909092
Kristoffer Ajer,K. Ajer,DEF,Brentford,Brighton,Away,20%,3.2,0.04,0.02,0.51,0.14,40.97,1.22,0.0,0.15,6.090909090909091
Gustavo Nunes Fernandes Gomes,Gustavo Nunes,MID,Brentford,Brighton,Away,20%,3.19,0.11,0.08,1.18,0.41,19.22,1.23,0.0,0.12,0.0
Ethan Pinnock,E. Pinnock,DEF,Brentford,Brighton,Away,20%,3.19,0.04,0.02,0.36,0.11,43.97,0.87,0.0,0.13,0.0909090909090909
Toti Gomes,Toti Gomes,DEF,Wolves,Crystal Palace,Home,23%,3.18,0.02,0.02,0.32,0.08,50.47,1.2,0.0,0.16,1.7272727272727273
Sean Longstaff,S. Longstaff,MID,Leeds,Aston Villa,Home,29%,3.18,0.08,0.11,1.21,0.36,32.25,2.05,0.0,0.21,18.454545454545453
Loum Tchaouna,L. Tchaouna,MID,Burnley,Chelsea,Home,17%,3.18,0.11,0.08,1.15,0.42,14.82,1.08,0.0,0.09,6.909090909090909
Oliver Sonne,O. Sonne,DEF,Burnley,Chelsea,Home,17%,3.16,0.03,0.05,0.5,0.15,26.36,1.83,0.0,0.14,-0.1818181818181818
Connor Roberts,C. Roberts,DEF,Burnley,Chelsea,Home,17%,3.16,0.03,0.06,0.43,0.13,34.31,1.37,0.0,0.14,0.0
Emil Krafth,E. Krafth,DEF,Newcastle,Man City,Home,20%,3.15,0.02,0.04,0.28,0.07,32.31,1.49,0.0,0.15,-0.7272727272727273
Jack Harrison,J. Harrison,MID,Leeds,Aston Villa,Home,29%,3.15,0.07,0.11,1.05,0.31,28.97,1.77,0.0,0.16,4.363636363636363
Sven Botman,S. Botman,DEF,Newcastle,Man City,Home,20%,3.14,0.04,0.01,0.4,0.12,47.5,1.04,0.0,0.16,10.545454545454543
Anton Stach,A. Stach,MID,Leeds,Aston Villa,Home,29%,3.14,0.1,0.07,1.36,0.4,32.78,1.66,0.0,0.2,13.545454545454543
Eliezer Mayenda Dossou,Eliezer Mayenda,FWD,Sunderland,Fulham,Away,25%,3.14,0.19,0.04,1.33,0.53,16.23,0.53,0.0,0.1,5.090909090909091
Vitalii Mykolenko,V. Mykolenko,DEF,Everton,Man Utd,Away,18%,3.14,0.02,0.06,0.34,0.1,31.89,1.7,0.0,0.16,5.0
Jamaal Lascelles,J. Lascelles,DEF,Newcastle,Man City,Home,20%,3.14,0.04,0.01,0.39,0.11,43.94,1.03,0.0,0.16,0.0
Ollie Scarles,O. Scarles,DEF,West Ham,Bournemouth,Away,15%,3.14,0.04,0.05,0.6,0.17,23.47,1.9,0.0,0.15,-0.1818181818181818
Oleksandr Zinchenko,O. Zinchenko,DEF,Nott'm Forest,Liverpool,Away,12%,3.13,0.04,0.08,0.59,0.17,38.94,1.92,0.0,0.13,4.181818181818182
Naouirou Ahamada,N. Ahamada,MID,Crystal Palace,Wolves,Away,38%,3.13,0.08,0.07,0.98,0.3,30.97,1.39,0.0,0.14,0.0
Habib Diarra,H. Diarra,MID,Sunderland,Fulham,Away,25%,3.13,0.1,0.08,1.2,0.39,26.73,1.02,0.0,0.15,2.090909090909091
Brennan Johnson,B. Johnson,MID,Spurs,Arsenal,Away,13%,3.12,0.1,0.09,0.97,0.38,15.76,1.11,0.0,0.09,9.0
Jefferson Lerma Solís,J. Lerma,MID,Crystal Palace,Wolves,Away,38%,3.12,0.08,0.07,0.93,0.28,39.19,1.43,0.0,0.15,6.181818181818182
Luis Guilherme Lira dos Santos,Luis Guilherme,MID,West Ham,Bournemouth,Away,15%,3.11,0.11,0.07,1.18,0.42,14.88,0.91,0.0,0.09,0.4545454545454545
Tyler Dibling,T. Dibling,MID,Everton,Man Utd,Away,18%,3.1,0.1,0.08,1.09,0.38,17.72,1.45,0.0,0.14,0.7777777777777778
Dan Ndoye,D. Ndoye,MID,Nott'm Forest,Liverpool,Away,12%,3.09,0.1,0.09,1.1,0.39,18.5,1.39,0.0,0.13,11.181818181818182
Sandro Tonali,S. Tonali,MID,Newcastle,Man City,Home,20%,3.08,0.08,0.11,1.14,0.34,49.06,1.5,0.0,0.18,16.0
Xavi Simons,X. Simons,MID,Spurs,Arsenal,Away,13%,3.08,0.1,0.09,1.17,0.4,26.94,1.41,0.0,0.15,10.25
Lesley Ugochukwu,L. Ugochukwu,MID,Burnley,Chelsea,Home,17%,3.07,0.11,0.06,1.17,0.41,19.33,1.45,0.0,0.15,10.272727272727272
Mateo Kovačić,M. Kovačić,MID,Man City,Newcastle,Away,30%,3.07,0.09,0.07,1.08,0.32,56.56,1.87,0.0,0.22,0.2727272727272727
Adam Wharton,A. Wharton,MID,Crystal Palace,Wolves,Away,38%,3.06,0.05,0.1,0.85,0.23,43.72,2.05,0.0,0.19,12.363636363636363
James Tarkowski,J. Tarkowski,DEF,Everton,Man Utd,Away,18%,3.06,0.04,0.02,0.43,0.13,38.31,1.26,0.0,0.2,14.272727272727272
Nathan Patterson,N. Patterson,DEF,Everton,Man Utd,Away,18%,3.05,0.01,0.05,0.24,0.06,27.72,2.17,0.0,0.17,0.0
Bashir Humphreys,B. Humphreys,DEF,Burnley,Chelsea,Home,17%,3.04,0.02,0.04,0.32,0.09,30.58,1.82,0.0,0.15,-0.4545454545454545
Jarrad Branthwaite,J. Branthwaite,DEF,Everton,Man Utd,Away,18%,3.04,0.03,0.02,0.35,0.1,39.19,1.08,0.0,0.14,0.0
Mike Trésor Ndayishimiye,M. Trésor,MID,Burnley,Chelsea,Home,17%,3.04,0.09,0.08,1.01,0.36,16.81,1.21,0.0,0.11,0.0
Armando Broja,A. Broja,FWD,Burnley,Chelsea,Home,17%,3.04,0.14,0.07,1.23,0.48,14.45,0.86,0.0,0.08,1.2727272727272727
Bruno Guimarães Rodriguez Moura,Bruno Guimarães,MID,Newcastle,Man City,Home,20%,3.04,0.1,0.07,1.26,0.39,38.66,1.78,0.0,0.21,19.272727272727277
Will Hughes,W. Hughes,MID,Crystal Palace,Wolves,Away,38%,3.02,0.06,0.08,0.83,0.23,38.66,1.8,0.0,0.2,4.909090909090909
Kyle Walker,K. Walker,DEF,Burnley,Chelsea,Home,17%,3.02,0.02,0.04,0.27,0.07,30.92,1.79,0.0,0.16,7.545454545454546
Andrey Nascimento dos Santos,Andrey Santos,MID,Chelsea,Burnley,Away,45%,3.02,0.07,0.05,0.87,0.25,36.91,2.03,0.0,0.23,2.727272727272727
Harrison Reed,H. Reed,MID,Fulham,Sunderland,Home,40%,3.02,0.05,0.09,0.84,0.22,49.5,1.58,0.0,0.17,0.0
Moisés Caicedo Corozo,M. Caicedo,MID,Chelsea,Burnley,Away,45%,3.01,0.06,0.06,0.86,0.23,55.22,2.55,0.0,0.26,23.0
